         JobID        JobName     Elapsed     TotalCPU Alloc   MaxRSS      State 
245683.batch   batch             00:01:57    00:00.160    80   13040K COMPLETED  
245683.extern  extern            00:01:57     00:00:00    80    1352K COMPLETED  
245683.0       python            00:01:57    01:14.436     1 3538214+ COMPLETED  
245684         kernel_shot_i+    00:02:11    01:12.648    80          COMPLETED  
245684.batch   batch             00:02:11    00:00.160    80   13040K COMPLETED  
245684.extern  extern            00:02:11     00:00:00    80     748K COMPLETED  
245684.0       python            00:02:10    01:12.488     1 3433042+ COMPLETED  
245685         kernel_shot_i+    00:02:05    01:11.048    80          COMPLETED  
245685.batch   batch             00:02:05    00:00.156    80   13044K COMPLETED  
245685.extern  extern            00:02:05     00:00:00    80    1352K COMPLETED  
245685.0       python            00:02:04    01:10.892     1 3540542+ COMPLETED  
245686         kernel_shot_i+    00:01:40    01:11.464    80          COMPLETED  
245686.batch   batch             00:01:40    00:00.164    80   13036K COMPLETED  
245686.extern  extern            00:01:40     00:00:00    80     748K COMPLETED  
245686.0       python            00:01:39    01:11.300     1 3422455+ COMPLETED  
245687         kernel_shot_i+    00:01:32    01:13.716    80          COMPLETED  
245687.batch   batch             00:01:32    00:00.160    80   13044K COMPLETED  
245687.extern  extern            00:01:32     00:00:00    80    1348K COMPLETED  
245687.0       python            00:01:31    01:13.556     1 3379722+ COMPLETED  
245688         kernel_shot_i+    00:01:30    01:12.688    80          COMPLETED  
245688.batch   batch             00:01:30    00:00.168    80   13112K COMPLETED  
245688.extern  extern            00:01:31     00:00:00    80     748K COMPLETED  
245688.0       python            00:01:29    01:12.520     1 3440917+ COMPLETED  
245689         kernel_shot_i+    00:01:30    01:11.732    80          COMPLETED  
245689.batch   batch             00:01:30    00:00.160    80   13104K COMPLETED  
245689.extern  extern            00:01:30     00:00:00    80     748K COMPLETED  
245689.0       python            00:01:29    01:11.572     1 3481309+ COMPLETED  
245690         kernel_shot_i+    00:01:30    01:12.380    80          COMPLETED  
245690.batch   batch             00:01:30    00:00.160    80   13048K COMPLETED  
245690.extern  extern            00:01:30     00:00:00    80     748K COMPLETED  
245690.0       python            00:01:29    01:12.220     1 3472009+ COMPLETED  
245691         FWT_emod3d_sh+    00:01:55     09:07:36   320          COMPLETED  
245691.batch   batch             00:01:55    00:29.660    80   12252K COMPLETED  
245691.extern  extern            00:01:55     00:00:00   320    2876K COMPLETED  
245691.0       emod3d-mpi        00:00:41     03:09:33   320   15708K COMPLETED  
245691.1       merge_P3-mpi      00:01:10     05:57:33   320  143.50M COMPLETED  
245692         FWT_emod3d_sh+    00:01:38     07:41:27   320          COMPLETED  
245692.batch   batch             00:01:38    00:29.672    80   13208K COMPLETED  
245692.extern  extern            00:01:38     00:00:00   320    1348K COMPLETED  
245692.0       emod3d-mpi        00:00:37     02:49:51   320  152408K COMPLETED  
245692.1       merge_P3-mpi      00:00:57     04:51:06   320  143504K COMPLETED  
245693         FWT_emod3d_sh+    00:01:42     07:57:58   320          COMPLETED  
245693.batch   batch             00:01:42    00:29.724    80   13204K COMPLETED  
245693.extern  extern            00:01:42     00:00:00   320    1348K COMPLETED  
245693.0       emod3d-mpi        00:00:41     03:09:09   320   15824K COMPLETED  
245693.1       merge_P3-mpi      00:00:57     04:48:19   320  142196K COMPLETED  
245694         FWT_emod3d_sh+    00:01:42     08:01:07   320          COMPLETED  
245694.batch   batch             00:01:42    00:29.660    80   13224K COMPLETED  
245694.extern  extern            00:01:42     00:00:00   320    1352K COMPLETED  
245694.0       emod3d-mpi        00:00:43     03:24:29   320   15676K COMPLETED  
245694.1       merge_P3-mpi      00:00:54     04:36:08   320  144312K COMPLETED  
245695         adj_test.sl       00:00:05    01:01.096    80          COMPLETED  
245695.batch   batch             00:00:05    00:00.160    80    3744K COMPLETED  
245695.extern  extern            00:00:06     00:00:00    80    1348K COMPLETED  
245695.0       python            00:00:05    01:00.936     1    3728K COMPLETED  
245696         adj_test.sl       00:00:05    00:58.972    80          COMPLETED  
245696.batch   batch             00:00:05    00:00.164    80    3744K COMPLETED  
245696.extern  extern            00:00:05     00:00:00    80    1348K COMPLETED  
245696.0       python            00:00:05    00:58.808     1    3724K COMPLETED  
245697         adj_test.sl       00:00:05    00:42.896    80          COMPLETED  
245697.batch   batch             00:00:05    00:00.160    80    3744K COMPLETED  
245697.extern  extern            00:00:05     00:00:00    80    1348K COMPLETED  
245697.0       python            00:00:05    00:42.736     1    3728K COMPLETED  
245698         adj_test.sl       00:00:06    01:00.404    80          COMPLETED  
245698.batch   batch             00:00:06    00:00.156    80    3744K COMPLETED  
245698.extern  extern            00:00:06     00:00:00    80    1348K COMPLETED  
245698.0       python            00:00:05    01:00.248     1    3728K COMPLETED  
245707         FWT_emod3d_sh+    00:01:42     08:01:54   320          COMPLETED  
245707.batch   batch             00:01:42    00:00.744    80   13216K COMPLETED  
245707.extern  extern            00:01:42     00:00:00   320    1352K COMPLETED  
245707.0       emod3d-mpi        00:00:39     02:55:13   320   15760K COMPLETED  
245707.1       merge_P3-mpi      00:01:00     05:06:39   320  150092K COMPLETED  
245712         FWT_emod3d_sh+    00:01:42     08:04:40   320          COMPLETED  
245712.batch   batch             00:01:42    00:00.772    80   13204K COMPLETED  
245712.extern  extern            00:01:43     00:00:00   320    1348K COMPLETED  
245712.0       emod3d-mpi        00:00:40     03:07:12   320   15.50M COMPLETED  
245712.1       merge_P3-mpi      00:00:58     04:57:27   320  142736K COMPLETED  
245713         FWT_emod3d_sh+    00:01:36     07:29:41   320          COMPLETED  
245713.batch   batch             00:01:36    00:00.768    80   13224K COMPLETED  
245713.extern  extern            00:01:36     00:00:00   320    1348K COMPLETED  
245713.0       emod3d-mpi        00:00:36     02:41:19   320   15732K COMPLETED  
245713.1       merge_P3-mpi      00:00:57     04:48:21   320  142972K COMPLETED  
245718         FWT_emod3d_sh+    00:01:35     07:21:26   320          COMPLETED  
245718.batch   batch             00:01:35    00:00.772    80   13208K COMPLETED  
245718.extern  extern            00:01:35     00:00:00   320    1352K COMPLETED  
245718.0       emod3d-mpi        00:00:32     02:26:41   320  145316K COMPLETED  
245718.1       merge_P3-mpi      00:00:58     04:54:44   320  142968K COMPLETED  
245731         FWT_emod3d_sh+    00:01:39     07:45:17   320          COMPLETED  
245731.batch   batch             00:01:39    00:29.600    80   13268K COMPLETED  
245731.extern  extern            00:01:39     00:00:00   320    1352K COMPLETED  
245731.0       emod3d-mpi        00:00:36     02:41:16   320   15684K COMPLETED  
245731.1       merge_P3-mpi      00:00:59     05:03:30   320  149564K COMPLETED  
245732         FWT_emod3d_sh+    00:01:48     08:35:57   320          COMPLETED  
245732.batch   batch             00:01:48    00:29.640    80   12256K COMPLETED  
245732.extern  extern            00:01:49     00:00:00   320    1348K COMPLETED  
245732.0       emod3d-mpi        00:00:35     02:43:10   320   15796K COMPLETED  
245732.1       merge_P3-mpi      00:01:08     05:52:17   320  146416K COMPLETED  
245733         kernel_shot_i+    00:01:55    01:13.292    80          COMPLETED  
245733.batch   batch             00:01:55    00:00.156    80   13048K COMPLETED  
245733.extern  extern            00:01:55     00:00:00    80    1348K COMPLETED  
245733.0       python            00:01:54    01:13.136     1 3540542+ COMPLETED  
245734         kernel_shot_i+    00:01:29    01:11.168    80          COMPLETED  
245734.batch   batch             00:01:29    00:00.160    80   13036K COMPLETED  
245734.extern  extern            00:01:29     00:00:00    80     748K COMPLETED  
245734.0       python            00:01:28    01:11.008     1 3519371+ COMPLETED  
245735         kernel_shot_i+    00:01:28    01:09.868    80          COMPLETED  
245735.batch   batch             00:01:28    00:00.160    80   13112K COMPLETED  
245735.extern  extern            00:01:28     00:00:00    80    1352K COMPLETED  
245735.0       python            00:01:27    01:09.708     1 3538214+ COMPLETED  
245736         kernel_shot_i+    00:01:52    01:09.832    80          COMPLETED  
245736.batch   batch             00:01:52    00:00.160    80   13040K COMPLETED  
245736.extern  extern            00:01:52     00:00:00    80     748K COMPLETED  
245736.0       python            00:01:51    01:09.672     1 3190024+ COMPLETED  
245737         adj_test.sl       00:00:02    00:00.532    80          COMPLETED  
245737.batch   batch             00:00:02    00:00.164    80    3744K COMPLETED  
245737.extern  extern            00:00:02     00:00:00    80    1348K COMPLETED  
245737.0       python            00:00:01    00:00.368     1    3724K FAILED     
245738         adj_test.sl       00:00:02    00:00.528    80          COMPLETED  
245738.batch   batch             00:00:02    00:00.164    80    3748K COMPLETED  
245738.extern  extern            00:00:02     00:00:00    80    1348K COMPLETED  
245738.0       python            00:00:01    00:00.364     1    3736K FAILED     
245739         FWT_emod3d_sh+    00:01:09     05:34:01   320          COMPLETED  
245739.batch   batch             00:01:09    00:00.436    80   13208K COMPLETED  
245739.extern  extern            00:01:09     00:00:00   320    1352K COMPLETED  
245739.0       emod3d-mpi        00:00:04    16:03.144   320   13240K CANCELLED  
245739.1       merge_P3-mpi      00:01:02     05:17:57   320  147716K COMPLETED  
245740         FWT_emod3d_sh+    00:01:03     05:01:40   320          COMPLETED  
245740.batch   batch             00:01:03    00:00.440    80   13216K COMPLETED  
245740.extern  extern            00:01:04     00:00:00   320    2876K COMPLETED  
245740.0       emod3d-mpi        00:00:02    02:56.068   320   13236K CANCELLED  
245740.1       merge_P3-mpi      00:00:59     04:58:43   320  143256K COMPLETED  
245741         FWT_emod3d_sh+    00:02:09     10:22:10   320          COMPLETED  
245741.batch   batch             00:02:09    00:29.760    80   12252K COMPLETED  
245741.extern  extern            00:02:10     00:00:00   320    1352K COMPLETED  
245741.0       emod3d-mpi        00:00:47     03:41:23   320   15672K COMPLETED  
245741.1       merge_P3-mpi      00:01:17     06:40:17   320  145356K COMPLETED  
245742         FWT_emod3d_sh+    00:01:43     08:14:13   320          COMPLETED  
245742.batch   batch             00:01:43    00:29.784    80   13208K COMPLETED  
245742.extern  extern            00:01:43     00:00:00   320    1348K COMPLETED  
245742.0       emod3d-mpi        00:00:45     03:31:26   320   15668K COMPLETED  
245742.1       merge_P3-mpi      00:00:55     04:42:17   320  143768K COMPLETED  
245743         FWT_emod3d_sh+    00:01:39     07:45:22   320          COMPLETED  
245743.batch   batch             00:01:39    00:29.784    80   13204K COMPLETED  
245743.extern  extern            00:01:39     00:00:00   320    1352K COMPLETED  
245743.0       emod3d-mpi        00:00:39     02:54:48   320   15716K COMPLETED  
245743.1       merge_P3-mpi      00:00:57     04:50:04   320  143776K COMPLETED  
245744         FWT_emod3d_sh+    00:01:39     07:52:39   320          COMPLETED  
245744.batch   batch             00:01:39    00:29.588    80   13224K COMPLETED  
245744.extern  extern            00:01:40     00:00:00   320    1352K COMPLETED  
245744.0       emod3d-mpi        00:00:39     03:02:47   320   15688K COMPLETED  
245744.1       merge_P3-mpi      00:00:57     04:49:22   320  143780K COMPLETED  
245745         kernel_shot_i+    00:02:04    01:12.980    80          COMPLETED  
245745.batch   batch             00:02:04    00:00.160    80   13096K COMPLETED  
245745.extern  extern            00:02:04     00:00:00    80    1348K COMPLETED  
245745.0       python            00:02:03    01:12.820     1 3540542+ COMPLETED  
245746         kernel_shot_i+    00:02:12    01:13.428    80          COMPLETED  
245746.batch   batch             00:02:12    00:00.160    80   13048K COMPLETED  
245746.extern  extern            00:02:12     00:00:00    80    1348K COMPLETED  
245746.0       python            00:02:12    01:13.268     1 3540576+ COMPLETED  
245747         adj_test.sl       00:00:01    00:00.520    80          COMPLETED  
245747.batch   batch             00:00:01    00:00.164    80    3744K COMPLETED  
245747.extern  extern            00:00:01     00:00:00    80       4K COMPLETED  
245747.0       python            00:00:01    00:00.356     1    3724K FAILED     
245748         adj_test.sl       00:00:06    01:02.108    80          COMPLETED  
245748.batch   batch             00:00:06    00:00.164    80    3744K COMPLETED  
245748.extern  extern            00:00:06     00:00:00    80       4K COMPLETED  
245748.0       python            00:00:05    01:01.944     1    3728K COMPLETED  
245749         adj_test.sl       00:00:06    01:00.348    80          COMPLETED  
245749.batch   batch             00:00:06    00:00.168    80    3744K COMPLETED  
245749.extern  extern            00:00:06     00:00:00    80       4K COMPLETED  
245749.0       python            00:00:05    01:00.180     1    3724K COMPLETED  
245750         adj_test.sl       00:00:05    00:44.904    80          COMPLETED  
245750.batch   batch             00:00:05    00:00.160    80    1664K COMPLETED  
245750.extern  extern            00:00:05     00:00:00    80    1348K COMPLETED  
245750.0       python            00:00:05    00:44.744     1    3724K COMPLETED  
245751         FWT_emod3d_sh+    00:01:38     08:04:56   320          COMPLETED  
245751.batch   batch             00:01:38    00:00.428    80   12252K COMPLETED  
245751.extern  extern            00:01:38     00:00:00   320    1348K COMPLETED  
245751.0       emod3d-mpi        00:00:04    15:53.900   320   13240K CANCELLED  
245751.1       merge_P3-mpi      00:01:31     07:49:02   320  145872K COMPLETED  
245752         FWT_emod3d_sh+    00:01:34     07:23:16   320          COMPLETED  
245752.batch   batch             00:01:34    00:00.768    80   13208K COMPLETED  
245752.extern  extern            00:01:34     00:00:00   320    1352K COMPLETED  
245752.0       emod3d-mpi        00:00:34     02:32:03   320   47500K COMPLETED  
245752.1       merge_P3-mpi      00:00:57     04:51:12   320  143000K COMPLETED  
245753         FWT_emod3d_sh+    00:01:36     07:35:40   320          COMPLETED  
245753.batch   batch             00:01:36    00:00.740    80   13204K COMPLETED  
245753.extern  extern            00:01:36     00:00:00   320    1348K COMPLETED  
245753.0       emod3d-mpi        00:00:39     03:00:15   320   15756K COMPLETED  
245753.1       merge_P3-mpi      00:00:54     04:35:23   320  144040K COMPLETED  
245754         FWT_emod3d_sh+    00:01:31     07:06:48   320          COMPLETED  
245754.batch   batch             00:01:31    00:00.752    80   13224K COMPLETED  
245754.extern  extern            00:01:31     00:00:00   320    1352K COMPLETED  
245754.0       emod3d-mpi        00:00:34     02:30:42   320   96724K COMPLETED  
245754.1       merge_P3-mpi      00:00:54     04:36:05   320  144308K COMPLETED  
245755         kernel_shot_i+    00:01:28    01:10.772    80          COMPLETED  
245755.batch   batch             00:01:28    00:00.160    80   13096K COMPLETED  
245755.extern  extern            00:01:28     00:00:00    80     748K COMPLETED  
245755.0       python            00:01:27    01:10.612     1 3538214+ COMPLETED  
245756         kernel_shot_i+    00:01:29    01:12.032    80          COMPLETED  
245756.batch   batch             00:01:29    00:00.160    80   13048K COMPLETED  
245756.extern  extern            00:01:29     00:00:00    80     748K COMPLETED  
245756.0       python            00:01:28    01:11.872     1 3538214+ COMPLETED  
245757         kernel_shot_i+    00:01:30    01:12.292    80          COMPLETED  
245757.batch   batch             00:01:30    00:00.152    80   13036K COMPLETED  
245757.extern  extern            00:01:30     00:00:00    80    1348K COMPLETED  
245757.0       python            00:01:29    01:12.140     1 3456169+ COMPLETED  
245758         kernel_shot_i+    00:01:27    01:09.536    80          COMPLETED  
245758.batch   batch             00:01:27    00:00.164    80   13112K COMPLETED  
245758.extern  extern            00:01:27     00:00:00    80     748K COMPLETED  
245758.0       python            00:01:26    01:09.372     1 3538214+ COMPLETED  
245761         FWT_emod3d_sh+    00:01:32     07:10:43   320          COMPLETED  
245761.batch   batch             00:01:32    00:29.616    80   40884K COMPLETED  
245761.extern  extern            00:01:32     00:00:00   320    1352K COMPLETED  
245761.0       emod3d-mpi        00:00:31     02:19:03   320  152424K COMPLETED  
245761.1       merge_P3-mpi      00:00:57     04:51:10   320  143508K COMPLETED  
245763         FWT_emod3d_sh+    00:01:46     08:22:41   320          COMPLETED  
245763.batch   batch             00:01:46    00:29.588    80   13204K COMPLETED  
245763.extern  extern            00:01:47     00:00:00   320    1348K COMPLETED  
245763.0       emod3d-mpi        00:00:41     03:10:06   320   15688K COMPLETED  
245763.1       merge_P3-mpi      00:01:01     05:12:05   320  146416K COMPLETED  
245764         FWT_emod3d_sh+    00:01:46     08:24:02   320          COMPLETED  
245764.batch   batch             00:01:46    00:29.740    80   13200K COMPLETED  
245764.extern  extern            00:01:47     00:00:00   320    1348K COMPLETED  
245764.0       emod3d-mpi        00:00:39     02:59:11   320   15680K COMPLETED  
245764.1       merge_P3-mpi      00:01:03     05:24:21   320  148268K COMPLETED  
245765         FWT_emod3d_sh+    00:01:39     07:45:38   320          COMPLETED  
245765.batch   batch             00:01:39    00:29.724    80   13224K COMPLETED  
245765.extern  extern            00:01:39     00:00:00   320    1352K COMPLETED  
245765.0       emod3d-mpi        00:00:38     02:53:51   320   15628K COMPLETED  
245765.1       merge_P3-mpi      00:00:57     04:51:17   320  144032K COMPLETED  
245766         FWT_emod3d_sh+    00:01:40     07:55:08   320          COMPLETED  
245766.batch   batch             00:01:40    00:29.600    80   13268K COMPLETED  
245766.extern  extern            00:01:40     00:00:00   320    1348K COMPLETED  
245766.0       emod3d-mpi        00:00:39     03:02:05   320   15692K COMPLETED  
245766.1       merge_P3-mpi      00:00:57     04:52:33   320  150368K COMPLETED  
245767         FWT_emod3d_sh+    00:01:43     08:12:32   320          COMPLETED  
245767.batch   batch             00:01:43    00:29.668    80   13216K COMPLETED  
245767.extern  extern            00:01:43     00:00:00   320    1348K COMPLETED  
245767.0       emod3d-mpi        00:00:40     03:05:21   320   15704K COMPLETED  
245767.1       merge_P3-mpi      00:01:00     05:06:41   320  148536K COMPLETED  
245768         adj_test.sl       00:00:05    01:03.052    80          COMPLETED  
245768.batch   batch             00:00:05    00:00.164    80    3744K COMPLETED  
245768.extern  extern            00:00:05     00:00:00    80       4K COMPLETED  
245768.0       python            00:00:05    01:02.888     1    3728K COMPLETED  
245769         adj_test.sl       00:00:05    01:05.992    80          COMPLETED  
245769.batch   batch             00:00:05    00:00.164    80    3744K COMPLETED  
245769.extern  extern            00:00:05     00:00:00    80    1348K COMPLETED  
245769.0       python            00:00:05    01:05.828     1    3728K COMPLETED  
245770         adj_test.sl       00:00:05    01:02.804    80          COMPLETED  
245770.batch   batch             00:00:05    00:00.164    80    3748K COMPLETED  
245770.extern  extern            00:00:06     00:00:00    80    1348K COMPLETED  
245770.0       python            00:00:05    01:02.640     1    3724K COMPLETED  
245771         adj_test.sl       00:00:07    01:04.932    80          COMPLETED  
245771.batch   batch             00:00:07    00:00.160    80    3744K COMPLETED  
245771.extern  extern            00:00:07     00:00:00    80    1352K COMPLETED  
245771.0       python            00:00:06    01:04.772     1    3728K COMPLETED  
245772         FWT_emod3d_sh+    00:01:41     08:06:03   320          COMPLETED  
245772.batch   batch             00:01:41    00:00.760    80   13208K COMPLETED  
245772.extern  extern            00:01:41     00:00:00   320    1348K COMPLETED  
245772.0       emod3d-mpi        00:00:39     02:58:51   320   15760K COMPLETED  
245772.1       merge_P3-mpi      00:01:00     05:07:11   320  142700K COMPLETED  
245774         FWT_emod3d_sh+    00:01:44     08:18:22   320          COMPLETED  
245774.batch   batch             00:01:44    00:00.800    80   13200K COMPLETED  
245774.extern  extern            00:01:44     00:00:00   320    1352K COMPLETED  
245774.0       emod3d-mpi        00:00:44     03:22:50   320   15980K COMPLETED  
245774.1       merge_P3-mpi      00:00:58     04:55:31   320  145884K COMPLETED  
245775         FWT_emod3d_sh+    00:01:33     07:15:10   320          COMPLETED  
245775.batch   batch             00:01:33    00:00.748    80   13224K COMPLETED  
245775.extern  extern            00:01:33     00:00:00   320    1352K COMPLETED  
245775.0       emod3d-mpi        00:00:32     02:24:16   320  150476K COMPLETED  
245775.1       merge_P3-mpi      00:00:57     04:50:53   320  142184K COMPLETED  
245776         FWT_emod3d_sh+    00:01:38     07:44:25   320          COMPLETED  
245776.batch   batch             00:01:38    00:00.768    80   13204K COMPLETED  
245776.extern  extern            00:01:38     00:00:00   320    1352K COMPLETED  
245776.0       emod3d-mpi        00:00:38     02:55:17   320   15752K COMPLETED  
245776.1       merge_P3-mpi      00:00:57     04:49:07   320  142992K COMPLETED  
245778         adj_test.sl       00:00:07    01:22.916    80          COMPLETED  
245778.batch   batch             00:00:07    00:00.168    80    3744K COMPLETED  
245778.extern  extern            00:00:08     00:00:00    80       4K COMPLETED  
245778.0       python            00:00:07    01:22.748     1    3720K COMPLETED  
245779         adj_test.sl       00:00:06    01:15.356    80          COMPLETED  
245779.batch   batch             00:00:06    00:00.160    80    3744K COMPLETED  
245779.extern  extern            00:00:07     00:00:00    80       4K COMPLETED  
245779.0       python            00:00:06    01:15.196     1    3724K COMPLETED  
245780         FWT_emod3d_sh+    00:01:34     07:19:41   320          COMPLETED  
245780.batch   batch             00:01:34    00:00.776    80   13208K COMPLETED  
245780.extern  extern            00:01:34     00:00:00   320    1352K COMPLETED  
245780.0       emod3d-mpi        00:00:35     02:35:37   320   15744K COMPLETED  
245780.1       merge_P3-mpi      00:00:56     04:44:03   320  142712K COMPLETED  
245781         FWT_emod3d_sh+    00:01:31     06:56:09   320          COMPLETED  
245781.batch   batch             00:01:31    00:00.784    80   13264K COMPLETED  
245781.extern  extern            00:01:31     00:00:00   320    1348K COMPLETED  
245781.0       emod3d-mpi        00:00:33     02:18:40   320  150476K COMPLETED  
245781.1       merge_P3-mpi      00:00:54     04:37:27   320  141916K COMPLETED  
245782         kernel_shot_i+    00:01:30    01:12.124    80          COMPLETED  
245782.batch   batch             00:01:30    00:00.164    80   13036K COMPLETED  
245782.extern  extern            00:01:31     00:00:00    80    1352K COMPLETED  
245782.0       python            00:01:29    01:11.960     1 3435445+ COMPLETED  
245783         kernel_shot_i+    00:01:37    01:14.928    80          COMPLETED  
245783.batch   batch             00:01:37    00:00.160    80   13112K COMPLETED  
245783.extern  extern            00:01:37     00:00:00    80    1348K COMPLETED  
245783.0       python            00:01:36    01:14.768     1 3312923+ COMPLETED  
245784         kernel_shot_i+    00:01:32    01:13.308    80          COMPLETED  
245784.batch   batch             00:01:32    00:00.160    80   13032K COMPLETED  
245784.extern  extern            00:01:32     00:00:00    80     748K COMPLETED  
245784.0       python            00:01:30    01:13.148     1 3405006+ COMPLETED  
245785         kernel_shot_i+    00:01:32    01:11.224    80          COMPLETED  
245785.batch   batch             00:01:32    00:00.160    80   13048K COMPLETED  
245785.extern  extern            00:01:32     00:00:00    80     748K COMPLETED  
245785.0       python            00:01:28    01:11.064     1 3532360+ COMPLETED  
245787         kernel_shot_i+    00:01:31    01:12.300    80          COMPLETED  
245787.batch   batch             00:01:31    00:00.160    80   13032K COMPLETED  
245787.extern  extern            00:01:31     00:00:00    80    1348K COMPLETED  
245787.0       python            00:01:30    01:12.140     1 3219308+ COMPLETED  
245788         kernel_shot_i+    00:01:31    01:11.460    80          COMPLETED  
245788.batch   batch             00:01:31    00:00.160    80   13116K COMPLETED  
245788.extern  extern            00:01:31     00:00:00    80     748K COMPLETED  
245788.0       python            00:01:30    01:11.300     1 3207937+ COMPLETED  
245789         sum_kernel.sl     00:02:29    02:13.840    80          COMPLETED  
245789.batch   batch             00:02:29    00:00.160    80   13052K COMPLETED  
245789.extern  extern            00:02:29     00:00:00    80     748K COMPLETED  
245789.0       python            00:02:28    02:13.680     1  214804K COMPLETED  
245790         sum_kernel.sl     00:08:19    07:28.312    80          COMPLETED  
245790.batch   batch             00:08:19    00:00.164    80   13044K COMPLETED  
245790.extern  extern            00:08:20     00:00:00    80    1348K COMPLETED  
245790.0       python            00:08:19    07:28.148     1  213832K COMPLETED  
245791         fdrun-mpi_ish+    00:00:27     02:05:58   320          COMPLETED  
245791.batch   batch             00:00:27    00:29.404    80    3748K COMPLETED  
245791.extern  extern            00:00:27     00:00:00   320    1352K COMPLETED  
245791.0       emod3d-mpi        00:00:24     02:05:29   320    3752K COMPLETED  
245794         fdrun-mpi_ish+    00:00:25     01:49:40   320          COMPLETED  
245794.batch   batch             00:00:25    00:29.404    80    3752K COMPLETED  
245794.extern  extern            00:00:25     00:00:00   320    1352K COMPLETED  
245794.0       emod3d-mpi        00:00:22     01:49:11   320    3756K COMPLETED  
245795         fdrun-mpi_ish+    00:00:27     02:02:18   320          COMPLETED  
245795.batch   batch             00:00:27    00:29.540    80    3748K COMPLETED  
245795.extern  extern            00:00:27     00:00:00   320    1348K COMPLETED  
245795.0       emod3d-mpi        00:00:24     02:01:49   320    3752K COMPLETED  
245796         fdrun-mpi_ish+    00:00:22     01:44:19   320          COMPLETED  
245796.batch   batch             00:00:22    00:29.516    80    3748K COMPLETED  
245796.extern  extern            00:00:23     00:00:00   320    1348K COMPLETED  
245796.0       emod3d-mpi        00:00:21     01:43:50   320    3756K COMPLETED  
245800         FWT_emod3d_sh+    00:01:35     07:22:49   320          COMPLETED  
245800.batch   batch             00:01:35    00:29.788    80   13204K COMPLETED  
245800.extern  extern            00:01:35     00:00:00   320    1348K COMPLETED  
245800.0       emod3d-mpi        00:00:33     02:32:21   320  112748K COMPLETED  
245800.1       merge_P3-mpi      00:00:57     04:49:58   320  143248K COMPLETED  
245801         fdrun-mpi_ish+    00:00:26     02:00:15   320          COMPLETED  
245801.batch   batch             00:00:26    00:29.468    80    3744K COMPLETED  
245801.extern  extern            00:00:26     00:00:00   320    1348K COMPLETED  
245801.0       emod3d-mpi        00:00:24     01:59:46   320    3756K COMPLETED  
245802         adj_test.sl       00:00:05    01:12.488    80          COMPLETED  
245802.batch   batch             00:00:05    00:00.164    80    3744K COMPLETED  
245802.extern  extern            00:00:06     00:00:00    80    1348K COMPLETED  
245802.0       python            00:00:05    01:12.324     1    3724K COMPLETED  
245803         FWT_emod3d_sh+    00:01:38     07:42:38   320          COMPLETED  
245803.batch   batch             00:01:38    00:00.780    80   13204K COMPLETED  
245803.extern  extern            00:01:38     00:00:00   320    1348K COMPLETED  
245803.0       emod3d-mpi        00:00:38     02:54:18   320   15844K COMPLETED  
245803.1       merge_P3-mpi      00:00:56     04:48:20   320  142980K COMPLETED  
245804         fdrun-mpi_ish+    00:00:22     01:41:00   320          COMPLETED  
245804.batch   batch             00:00:22    00:29.452    80    3744K COMPLETED  
245804.extern  extern            00:00:23     00:00:00   320    1348K COMPLETED  
245804.0       emod3d-mpi        00:00:21     01:40:30   320    3764K COMPLETED  
245830         fdrun-mpi_ish+    00:00:26     01:59:56   320          COMPLETED  
245830.batch   batch             00:00:26    00:29.428    80    3748K COMPLETED  
245830.extern  extern            00:00:26     00:00:00   320    1348K COMPLETED  
245830.0       emod3d-mpi        00:00:23     01:59:26   320    3752K COMPLETED  
245846         kernel_shot_i+    00:01:30    01:12.396    80          COMPLETED  
245846.batch   batch             00:01:30    00:00.164    80   13052K COMPLETED  
245846.extern  extern            00:01:31     00:00:00    80    1348K COMPLETED  
245846.0       python            00:01:29    01:12.232     1 3325840+ COMPLETED  
245851         fdrun-mpi_ish+    00:00:26     02:00:41   320          COMPLETED  
245851.batch   batch             00:00:26    00:29.476    80    3744K COMPLETED  
245851.extern  extern            00:00:26     00:00:00   320    1348K COMPLETED  
245851.0       emod3d-mpi        00:00:24     02:00:11   320    3756K COMPLETED  
245863         fdrun-mpi_ish+    00:00:27     02:06:14   320          COMPLETED  
245863.batch   batch             00:00:27    00:29.484    80    3748K COMPLETED  
245863.extern  extern            00:00:27     00:00:00   320    1352K COMPLETED  
245863.0       emod3d-mpi        00:00:25     02:05:45   320    3752K COMPLETED  
245864         FWT_emod3d_sh+    00:01:39     07:45:59   320          COMPLETED  
245864.batch   batch             00:01:39    00:29.696    80   13204K COMPLETED  
245864.extern  extern            00:01:39     00:00:00   320    1348K COMPLETED  
245864.0       emod3d-mpi        00:00:40     03:10:57   320   15728K COMPLETED  
245864.1       merge_P3-mpi      00:00:54     04:34:32   320  143508K COMPLETED  
245865         fdrun-mpi_ish+    00:00:26     01:59:14   320          COMPLETED  
245865.batch   batch             00:00:26    00:29.536    80    3744K COMPLETED  
245865.extern  extern            00:00:26     00:00:00   320    1348K COMPLETED  
245865.0       emod3d-mpi        00:00:24     01:58:45   320    3752K COMPLETED  
245868         fdrun-mpi_ish+    00:00:26     02:02:11   320          COMPLETED  
245868.batch   batch             00:00:26    00:29.520    80    3744K COMPLETED  
245868.extern  extern            00:00:26     00:00:00   320    1348K COMPLETED  
